en,de,kind,category,confidence,source,verified_at,note,loc_key,en_id
Recall (Royal Tax),Rückruf (Königliche Steuer),effect,,localization,resources.assets,2026-09-22,,Effect_AmberPayment_Penalty_Name,recall_royal_tax
Reckless Plunder,Rücksichtslose Plünderung,effect,,localization,resources.assets,2026-09-22,,Reward_CacheRewardsForNodes_Name,reckless_plunder
Reconnaissance,Aufklärung,effect,,localization,resources.assets,2026-09-22,,Effect_WorkingSpeedForSmallGlade_Child_Name,reconnaissance
Reconstruction,Rekonstruktion,effect,,localization,resources.assets,2026-09-22,,Reward_ScorpionConvert3_Name,reconstruction
Recultivation,Rekultivierung,effect,,localization,resources.assets,2026-09-22,,Effect_SpawnFertileSoil_Cauldron_Name,recultivation
Reed Delivery Line,Schilf-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Reeds_Name,reed_delivery_line
Refreshing Discovery,Belebende Entdeckung,effect,,localization,resources.assets,2026-09-22,,Reward_SeasonalEffect_GentleDown_Child_Name,refreshing_discovery
Regrowth,Neues Wachstum,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_ProductiveFarmsInDrizzle_Name,regrowth
Regular Baths,Regelmäßige Bäder,effect,,localization,resources.assets,2026-09-22,,Effect_InstitutionSlowerLeaving_Name,regular_baths
Regular Storm,Normaler Sturm,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_RegularStorm_Name,regular_storm
Reinforced Axes,Verstärkte Äxte,effect,,localization,resources.assets,2026-09-22,,Reward_QuickWoodcutting_Name,reinforced_axes
Reinforced Brick Mold,Verstärkte Ziegel – Form,effect,,localization,resources.assets,2026-09-22,,Reward_RawProdBricks_Name,reinforced_brick_mold
Reinforced Needles,Verstärkte Nadeln,effect,,localization,resources.assets,2026-09-22,,Reward_ReinforcedNeedles_Name,reinforced_needles
Reinforced Saw Blades,Verstärkte Sägeblätter,effect,,localization,resources.assets,2026-09-22,,Reward_ReinforcedSawBlades_Name,reinforced_saw_blades
Reinforced Stoves,Verstärkte Öfen,effect,,localization,resources.assets,2026-09-22,,Reward_BakeryProd50_Name,reinforced_stoves
Reinforced Tools,Verstärkte Werkzeuge,effect,,localization,resources.assets,2026-09-22,,Reward_ReinforcedTools_Name,reinforced_tools
Religion,Religion,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_ReligionEffect_Name,religion
Religious Settlement,Religiöse Siedlung,effect,,localization,resources.assets,2026-09-22,,Reward_HumanResolveForIncenseProd_Name,religious_settlement
Repair Station,Reparaturstation,effect,,localization,resources.assets,2026-09-22,,Effect_BatHousesUniqueBonus_Name,repair_station
Repurposed Bait,Wiederverwendeter Köder,effect,,localization,resources.assets,2026-09-22,,Reward_InsectsForBait_Name,repurposed_bait
Repurposed Clay,Wiederverwendeter Lehm,effect,,localization,resources.assets,2026-09-22,,Reward_AccidentalBricks_Name,repurposed_clay
Resin Delivery Line,Harz-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Resin_Name,resin_delivery_line
Resin Extractor,Harz-Extrahierer,effect,,localization,resources.assets,2026-09-22,,Reward_RawProd_Resin_Name,resin_extractor
Resisting Flora,Wehrhafte Flora,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_SlowWoodCutting_Name,resisting_flora
Resource Hub,Ressourcenknoten,effect,,localization,resources.assets,2026-09-22,,Effect_Biome_FasterTrade_Name,resource_hub
Respected Business Partner,Respektierter Geschäftspartner,effect,,localization,resources.assets,2026-09-22,,Reward_AmberForRelics_Name,respected_business_partner
Restrictions,Einschränkungen,effect,,localization,resources.assets,2026-09-22,,Effect_FewerCornerstonesOptions_Name,restrictions
Reveals a geyser,Deckt einen Geysir auf,effect,,localization,resources.assets,2026-09-22,,Effect_LocateSprings_Name,reveals_a_geyser
Reveals a ruin,Enthüllt eine Ruine,effect,,localization,resources.assets,2026-09-22,,Effect_RacialLocateRuin_Name,reveals_a_ruin
Reveals fertile soil,Deckt Nährboden auf,effect,,localization,resources.assets,2026-09-22,,Effect_LocateGrass_Name,reveals_fertile_soil
Rich Branches,Üppige Zweige,effect,,localization,resources.assets,2026-09-22,,Reward_Composite_CampingForFarming_Name,rich_branches
Rich in Fiber,Reich an Pflanzenfasern,effect,,localization,resources.assets,2026-09-22,,Reward_RawProd_PlantFibre_Name,rich_in_fiber
Ritual of Denial,Ritual der Leugnung,effect,,localization,resources.assets,2026-09-22,,Effect_SacrificeTotem_Name,ritual_of_denial
Riverlands,Flusslande,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_SmallMap_Name,riverlands
Roaming Swarm,Umherstreifender Schwarm,effect,,localization,resources.assets,2026-09-22,,Effect_RoamingShelledMosquitos_Name,roaming_swarm
Robbed Dead,Leichenfledderer,effect,,localization,resources.assets,2026-09-22,,Effect_RobbedDeceased_Name,robbed_dead
Rogue Tempest,Ungezügelter Sturm,effect,,localization,resources.assets,2026-09-22,,Effect_InstantStorm_Stormforge_Name,rogue_tempest
Root Delivery Line,Wurzeln-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Roots_Name,root_delivery_line
Rooty Ground,Durchwurzelte Erde,effect,,localization,resources.assets,2026-09-22,,Reward_Composite_Wood3forFarmin50_Name,rooty_ground
Rot from the Sky,Fäulnis vom Himmel,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_FoorProdSpeedSlower_Name,rot_from_the_sky
Rotten Rain,Fauler Regen,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_LivingFarmfield_Name,rotten_rain
Rotten Vapors,Faulige Dämpfe,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_BlightForSparkdew_Name,rotten_vapors
Rotting Wood,Verrottendes Holz,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_RottingWood_Name,rotting_wood
Royal Archaeologists,Königliche Archäologen,effect,,localization,resources.assets,2026-09-22,,Reward_BiomeEffect_Archaeologist_Name,royal_archaeologists
Royal Debt,Königliche Schulden,effect,,localization,resources.assets,2026-09-22,,Reward_ImpatienceBorrowedTime_Name,royal_debt
Royal Funding,Königliche Unterstützung,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_GoodsForTrade_Name,royal_funding
Royal Guard Training,Ausbildung durch die königliche Garde,effect,,localization,resources.assets,2026-09-22,,Effect_RoyalGuardTraining_Name,royal_guard_training
Royal Outpost,Königlicher Außenposten,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_3Orders_Name,royal_outpost
Royal Patronage,Königliches Patronat,effect,,localization,resources.assets,2026-09-22,,Effect_Biome_CaveInitialGoods_Name,royal_patronage
Royal Permit,Königliche Konzession,effect,,localization,resources.assets,2026-09-22,,Reward_1CornerstoneReroll_Name,royal_permit
Royal Subsidy,Königlicher Zuschuss,effect,,localization,resources.assets,2026-09-22,,Reward_AmberForTradePacks_Name,royal_subsidy
Royal Tax,Königliche Steuer,effect,,localization,resources.assets,2026-09-22,,Effect_AmberPayment_Name,royal_tax
Ruined Armory,Zerstörte Waffenkammer,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_TraderAttack_Name,ruined_armory
Ruins,Ruinen,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_RuinedSettlement_Name,ruins
Rune Calibration,Runenkalibrierung,effect,,localization,resources.assets,2026-09-22,,Effect_HearthHP500_Child_Name,rune_calibration
Sabotage,Sabotage,effect,,localization,resources.assets,2026-09-22,,Effect_Sabotage_Name,sabotage
Sacks of Flour,Säcke mit Mehl,effect,,localization,resources.assets,2026-09-22,,Reward_Flour_Name,sacks_of_flour
Sacrament of the Flame,Sakrament der Flamme,effect,,localization,resources.assets,2026-09-22,,Effect_InstitutionSlowerSacrafice_Name,sacrament_of_the_flame
Sacred Flame Rituals,Rituale der Heiligen Flamme,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_WoodPaymentForVillagers_Name,sacred_flame_rituals
Sacred Pyre,Heiliger Scheiterhaufen,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_HearthEffect_Lizard_Name,sacred_pyre
Safe Haven,Sicherer Hafen,effect,,localization,resources.assets,2026-09-22,,Effect_HubsForHostility_Name,safe_haven
Safety Ropes,Sicherheitsseile,effect,,localization,resources.assets,2026-09-22,,Reward_HaulerCapacity_Name,safety_ropes
Sahilda's Secret Cookbook,Sahildas geheimes Kochbuch,effect,,localization,resources.assets,2026-09-22,,Reward_AccidentalJerky_Name,sahildas_secret_cookbook
Salt Pick,Salzhacke,effect,,localization,resources.assets,2026-09-22,,Reward_SaltRawProd_Name,salt_pick
Salted Jerky,Gesalzenes Dörrfleisch,effect,,localization,resources.assets,2026-09-22,,Reward_JerkyRawProd_Name,salted_jerky
Salty Breeze,Salzige Brise,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_FastFood_Name,salty_breeze
Salvaging Tools,Bergungswerkzeuge,effect,,localization,resources.assets,2026-09-22,,Reward_CopperAndWoodForChest_Name,salvaging_tools
Saturated Air,Gesättigte Luft,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_ResolveForWater_Name,saturated_air
Scared,Verängstigt,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_ForsakenCryptResolveEffect_Name,scared
Scarlet Tears,Scharlachtränen,effect,,localization,resources.assets,2026-09-22,,Effect_GhostGoodsRemoval_Name,scarlet_tears
Scavenging Party,Plündernde Gruppe,effect,,localization,resources.assets,2026-09-22,,Effect_ScavengingParty_Name,scavenging_party
Scavenging Season,Plünderzeit,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_MoreEventGoods_Name,scavenging_season
Scientific Agreement,Wissenschaftliche Zusammenarbeit,effect,,localization,resources.assets,2026-09-22,,Effect_WildcardforDeath_Name,scientific_agreement
Scientific Award,Wissenschaftliche Auszeichnung,effect,,localization,resources.assets,2026-09-22,,Effect_ArcheologyExtraCornerstone_Name,scientific_award
Scientific Council,Wissenschaftlicher Rat,effect,,localization,resources.assets,2026-09-22,,Effect_ArcheologyExtraBlueprint_Name,scientific_council
Scientific Grant,Forschungsgelder,effect,,localization,resources.assets,2026-09-22,,Effect_AmberForArcheology_Name,scientific_grant
Scout's Pack,Späherpaket,effect,,localization,resources.assets,2026-09-22,,Reward_ProfCapacity_Scout_Name,scouts_pack
Scout's Toolbox,Werkzeugkiste des Spähers,effect,,localization,resources.assets,2026-09-22,,Reward_ChestWorkingFaster_Name,scouts_toolbox
Scouts by Nature,Natürliche Späher,effect,,localization,resources.assets,2026-09-22,,Effect_SpecializationFoxes_Name,scouts_by_nature
Scroll Delivery Line,Schriftrollen-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Manuscripts_Name,scroll_delivery_line
Sea Marrow Delivery Line,Seemark-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_SeaMarrow_Name,sea_marrow_delivery_line
Seal Reforged,Siegel wiederhergestellt,effect,,localization,resources.assets,2026-09-22,,Effect_SealExtraCornerstone_Last_Name,seal_reforged
Seasonal Crops,Saisonale Feldfrüchte,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_MushroomInFarms_Name,seasonal_crops
Secure Perimeter,Sicherer Perimeter,effect,,localization,resources.assets,2026-09-22,,Effect_ForbiddenforHostility_Name,secure_perimeter
Secure Trail,Sicherer Weg,effect,,localization,resources.assets,2026-09-22,,Reward_NewcomersFaster25_Name,secure_trail
Seed Pouch,Saatgut-Beutel,effect,,localization,resources.assets,2026-09-22,,Reward_PlantingRatePlus25_Name,seed_pouch
Seized Inheritance,Beschlagnahmtes Erbe,effect,,localization,resources.assets,2026-09-22,,Effect_RandomGoodsforDearth_Name,seized_inheritance
Sensitivity,Empfindlichkeit,effect,,localization,resources.assets,2026-09-22,,Effect_SlowMaterialsProd_Name,sensitivity
Settlement Map,Siedlungskarte,effect,,localization,resources.assets,2026-09-22,,Reward_VillagerSpeed10_Name,settlement_map
Settler's Luck,Siedlerglück,effect,,localization,resources.assets,2026-09-22,,Effect_EasyFoodConsumption_Name,settlers_luck
Shadowy Figure,Geheimnisvolle Gestalt,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_CreepingShadows_Child_Name,shadowy_figure
Shaky Hands,Zitternde Hände,effect,,localization,resources.assets,2026-09-22,,Effect_CaravanProd_Name,shaky_hands
Sharp Sickles,Scharfe Sicheln,effect,,localization,resources.assets,2026-09-22,,Reward_RawProd_Herbs_Name,sharp_sickles
Shattered Obelisk,Zerschmetterter Obelisk,effect,,localization,resources.assets,2026-09-22,,Effect_PauseBlock_Name,shattered_obelisk
Shedding Season,Häutungszeit,effect,,localization,resources.assets,2026-09-22,,Reward_SeasonalEffect_RawProd_Leather_Name,shedding_season
Shifting Paths,Wandelnde Pfade,effect,,localization,resources.assets,2026-09-22,,Effect_SMod_LongerRoutes_Name,shifting_paths
Shoe Mold,Leisten,effect,,localization,resources.assets,2026-09-22,,Reward_BootsRawProd_Name,shoe_mold
Shovels,Schaufeln,effect,,localization,resources.assets,2026-09-22,,Reward_RoadSpeed10_Name,shovels
Silent Dominion,Reich der Stille,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_CornerstoneLimit_Name,silent_dominion
Silent Looting,Stille Plünderung,effect,,localization,resources.assets,2026-09-22,,Reward_CachesForHostility_Name,silent_looting
Sinister Blight,Düstere Fäule,effect,,localization,resources.assets,2026-09-22,,Effect_BlightrotMedium_Name,sinister_blight
Sinkhole,Erdsenke,effect,,localization,resources.assets,2026-09-22,,Effect_SEDestroyNodes_Child_Name,sinkhole
Skewers,Fleischspieße,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_SkewerEffect_Name,skewers
Skewers Delivery Line,Fleischspieße-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Skewers_Name,skewers_delivery_line
Sloppy Woodcutting,Schlampiges Holzfällen,effect,,localization,resources.assets,2026-09-22,,Reward_WoodcuttingForFuel_Name,sloppy_woodcutting
Slow Harvest,Langsame Ernte,effect,,localization,resources.assets,2026-09-22,,Reward_HarvestingRate_Minus50_Name,slow_harvest
Slow Planting,Langsames Pflanzen,effect,,localization,resources.assets,2026-09-22,,Reward_PlantingRate_Minus50_Name,slow_planting
Small Altar Box,Kleine Altarkiste,effect,,localization,resources.assets,2026-09-22,,Effect_HostilityforDeath_Name,small_altar_box
Small Ancient Artifact,Kleines uraltes Artefakt,effect,,localization,resources.assets,2026-09-22,,Reward_SmallAncientArtifact_Name,small_ancient_artifact
Small Distillery,Kleine Destillerie,effect,,localization,resources.assets,2026-09-22,,Reward_CrystalineWater_Name,small_distillery
Small Miasma Cloud,Kleine Pestwolke,effect,,localization,resources.assets,2026-09-22,,Effect_VaultExplosionT1_Name,small_miasma_cloud
Small Mystery Box,Kleine Überraschungskiste,effect,,localization,resources.assets,2026-09-22,,Reward_RewardsPack_Small_Name,small_mystery_box
Small Press,Kleine Presse,effect,,localization,resources.assets,2026-09-22,,Reward_AccidentalOil_Name,small_press
Smuggler's Visit,Besuch des Schmugglers,effect,,localization,resources.assets,2026-09-22,,Effect_WildcardPickCornerstone_Name,smugglers_visit
Soaked Clothes,Durchnässte Kleidung,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_StormClothes_Penalty_Name,soaked_clothes
Soft Stems,Weiche Halme,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_GrainInHarvester_Name,soft_stems
Soil Reclamation,Bodenrückgewinnung,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_FertileNodes_Name,soil_reclamation
Song of Haste,Lied der Eile,effect,,localization,resources.assets,2026-09-22,,Reward_BeaconEffect_ProductionSpeed_Name,song_of_haste
Song of Hope,Lied der Hoffnung,effect,,localization,resources.assets,2026-09-22,,Reward_BeaconEffect_SlowerLeaving_Name,song_of_hope
Song of Prosperity,Lied des Wohlstands,effect,,localization,resources.assets,2026-09-22,,Reward_BeaconEffect_TradeRoute_Name,song_of_prosperity
Soulstorm,Seelensturm,effect,,localization,resources.assets,2026-09-22,,Effect_StormforgeNegativeMysteries_Name,soulstorm
Sparkdew Crystals,Funkentaukristalle,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_InitialImpatience_Name,sparkdew_crystals
Sparkdew Delivery Line,Funkentau-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Sparkdew_Name,sparkdew_delivery_line
Specialized Mining,Spezialisierter Bergbau,effect,,localization,resources.assets,2026-09-22,,Reward_CoalRawProd_Name,specialized_mining
Specialized Workwear,Spezialisierte Arbeitskleidung,effect,,localization,resources.assets,2026-09-22,,Reward_HaulerSpeed_Name,specialized_workwear
Spices,Gewürze,effect,,localization,resources.assets,2026-09-22,,Reward_HerbProdForBiscuits_Name,spices
Spices from the Citadel,Gewürze aus der Zitadelle,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_SpicesfromtheCapital_Name,spices_from_the_citadel
Spirit of Cooperation,Im Geiste der Zusammenarbeit,effect,,localization,resources.assets,2026-09-22,,Reward_BeaverResolveForHarpies_Name,spirit_of_cooperation
Spreading Contamination,Aggressive Kontamination,effect,,localization,resources.assets,2026-09-22,,SeasonalEffect_CystImpatience_Name,spreading_contamination
Stag's Blessing,Segen des Hirschs,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_StagBlessing_Name,stags_blessing
Stag's Echo,Echo des Hirschs,effect,,localization,resources.assets,2026-09-22,,Effect_StagEcho_Name,stags_echo
Stalking Shadows,Pirschende Schatten,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_StalkingShadows_Name,stalking_shadows
Stamping Die,Rohrpresse,effect,,localization,resources.assets,2026-09-22,,Reward_RawProdPipes_Name,stamping_die
Statue of the Forefathers,Statue der Ahnen,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_OnePerk_Name,statue_of_the_forefathers
Steel Axes,Stahläxte,effect,,localization,resources.assets,2026-09-22,,Reward_SteelAxe_Name,steel_axes
Steel Drills,Stahlbohrer,effect,,localization,resources.assets,2026-09-22,,Reward_CopperRawProd_Name,steel_drills
Steel Focus,Stählerner Fokus,effect,,localization,resources.assets,2026-09-22,,Reward_ProdSpeedForBatSpecialization_Name,steel_focus
Steel Grater,Stahlreibe,effect,,localization,resources.assets,2026-09-22,,Reward_PasteRawProd_Name,steel_grater
Steel Gut,Stahlmagen,effect,,localization,resources.assets,2026-09-22,,Effect_BatsLowerFoodConsumption_Name,steel_gut
Steel Mattocks,Stahlhacken,effect,,localization,resources.assets,2026-09-22,,Reward_StoneInClayPit_Name,steel_mattocks
Steel Penknives,Stahl-Taschenmesser,effect,,localization,resources.assets,2026-09-22,,Reward_SteelPenknifes_Name,steel_penknives
Steel Pickaxes,Stahlspitzhacken,effect,,localization,resources.assets,2026-09-22,,Reward_SteelPickaxe_Name,steel_pickaxes
Steel Shovels,Stahlschaufeln,effect,,localization,resources.assets,2026-09-22,,Reward_SteelShovel_Name,steel_shovels
Stingy Archivist,Kleinlicher Archivar,effect,,localization,resources.assets,2026-09-22,,Effect_StingyArchivist_Name,stingy_archivist
Stone Delivery Line,Stein-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Stone_Name,stone_delivery_line
Stonetooth Swarm,Steinzahnschwarm,effect,,localization,resources.assets,2026-09-22,,Effect_HostilityFromTermites_Name,stonetooth_swarm
Stonewood Infestation,Steinholzbefall,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_TreeCuttingTime_Name,stonewood_infestation
Storage Room,Lagerraum,effect,,localization,resources.assets,2026-09-22,,EffectModel_FrogHouseYearlyPacks_Name,storage_room
Storm Shield,Sturmschild,effect,,localization,resources.assets,2026-09-22,,Reward_ShorterStorm15_Name,storm_shield
Stormbird's Anger,Zorn des Sturmvogels,effect,,localization,resources.assets,2026-09-22,,Effect_InstantStorm_Name,stormbirds_anger
Stormbird's Cry,Ruf des Sturmvogels,effect,,localization,resources.assets,2026-09-22,,Effect_StormbirdEggPenalty_Name,stormbirds_cry
Stormforging,Sturmschmieden,effect,,localization,resources.assets,2026-09-22,,Reward_UpgradeRandomCornerstone_Stormforge_Name,stormforging
Stormwalker Tax,Sturmläufer-Steuer,effect,,localization,resources.assets,2026-09-22,,Reward_AmberforNewcomers_Name,stormwalker_tax
Stormwalker Training,Sturmläufer-Ausbildung,effect,,localization,resources.assets,2026-09-22,,Effect_TravelTimeReduction_Name,stormwalker_training
Straight to the Hearth,Geradewegs zur Feuerstelle,effect,,localization,resources.assets,2026-09-22,,Effect_FasterCorruption_Name,straight_to_the_hearth
Strange Lights,Seltsame Lichter,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_StrangeLights_Name,strange_lights
Strange Visions,Seltsame Visionen,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_StrangeVisions_Name,strange_visions
Strength in Numbers,Gemeinsam sind wir stark,effect,,localization,resources.assets,2026-09-22,,Effect_ResilianceForFrog_Name,strength_in_numbers
Strider Port,Läuferhafen,effect,,localization,resources.assets,2026-09-22,,Reward_BiomeEffect_StridersPort_Name,strider_port
Summon Guild Trader,Gildenhändler rufen,effect,,localization,resources.assets,2026-09-22,,Effect_CallTrader_Random_Name,summon_guild_trader
Summoned Smuggler,Beschworener Schmuggler,effect,,localization,resources.assets,2026-09-22,,Effect_WildcardPickCursed_Name,summoned_smuggler
Sun Festivities,Sonnenfest,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_SunFestivities_Name,sun_festivities
Sunken Bones,Versunkene Knochen,effect,,localization,resources.assets,2026-09-22,,Effect_SeaMarrowForCopper_Name,sunken_bones
Supply Package,Nachschubpaket,effect,,localization,resources.assets,2026-09-22,,CycleEffect_PreparationPoints_Name,supply_package
Surprise Child,Überraschungskind,effect,,localization,resources.assets,2026-09-22,,Reward_AccidentalLizard_Name,surprise_child
Surveying Equipment,Landvermessungsgeräte,effect,,localization,resources.assets,2026-09-22,,Reward_LocateChest_Name,surveying_equipment
Survivor Bonding,Überlebenden-Zusammenhalt,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_SurvivorBonding_Name,survivor_bonding
Swarms,Schwärme,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_Swarms_Name,swarms
Sweet Aroma,Süßes Aroma,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_HumanResolveIncense_Name,sweet_aroma
Syndicate Trader,Syndikatshändler,effect,,localization,resources.assets,2026-09-22,,Effect_CallTrader_Syndicate_Name,syndicate_trader
Tale,Erzählung,effect,,localization,resources.assets,2026-09-22,,Effect_TW_GlobalResolve_Name,tale
Tales of Discovery,Geschichten von fernen Ländern und mutigen Entdeckern,effect,,localization,resources.assets,2026-09-22,,Reward_ExplorerTales_Name,tales_of_discovery
Tamed Stormbird,Gezähmter Sturmvogel,effect,,localization,resources.assets,2026-09-22,,Reward_StormbirdPositive_Name,tamed_stormbird
Tanning Racks,Gerbegestell,effect,,localization,resources.assets,2026-09-22,,Reward_RawProdBonus_Leather_Name,tanning_racks
Tarnished Necklace,Angelaufene Halskette,effect,,localization,resources.assets,2026-09-22,,CycleEffect_Status_TokenOfGratitude_Name,tarnished_necklace
Tea Delivery Line,Tee-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_Tea_Name,tea_delivery_line
Tea Infuser,Teekocher,effect,,localization,resources.assets,2026-09-22,,Reward_TeaRawProd_Name,tea_infuser
Tea Specialization,Teespezialisierung,effect,,localization,resources.assets,2026-09-22,,Reward_HarpyResolveForTeaProd_Name,tea_specialization
Tempest,Unwetter,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_Tempest_Name,tempest
Termite Infestation,Termitenbefall,effect,,localization,resources.assets,2026-09-22,,Effect_SlowFarmingTermites_Name,termite_infestation
Termite Nest,Termitennest,effect,,localization,resources.assets,2026-09-22,,Reward_TermiteNest_Name,termite_nest
The Crown Chronicles,Die Kronenchronik,effect,,localization,resources.assets,2026-09-22,,Reward_InstitutionResolveForRuins_Name,the_crown_chronicles
The Elder's Cat,Katze des Ältesten,effect,,localization,resources.assets,2026-09-22,,Effect_WeFirstElderBonus_Name,the_elders_cat
The Eremite's Way,Der Weg des Eremiten,effect,,localization,resources.assets,2026-09-22,,Effect_WE_BlueprintReroll_Name,the_eremites_way
The Generous Envoy,Der großzügige Gesandte,effect,,localization,resources.assets,2026-09-22,,Effect_3OrderPicks_Name,the_generous_envoy
The Green Brew,Grünbräu,effect,,localization,resources.assets,2026-09-22,,Reward_InstitutionLowerHostility_Name,the_green_brew
The Guild's Welfare,Wohlergehen der Gilde,effect,,localization,resources.assets,2026-09-22,,Reward_InstitutionResolveForSales_Name,the_guilds_welfare
The Night's Embrace,Umarmung der Nacht,effect,,localization,resources.assets,2026-09-22,,Effect_EmbraceTheNight_Name,the_nights_embrace
The Other Settlement,Die andere Siedlung,effect,,localization,resources.assets,2026-09-22,,Effect_TheOtherSettlement_Name,the_other_settlement
The People's Vengeance,Die Rache des Volkes,effect,,localization,resources.assets,2026-09-22,,Effect_WeResilienceResolveDropsFaster_Name,the_peoples_vengeance
The Procession,Die Prozession,effect,,localization,resources.assets,2026-09-22,,Effect_FuneralFeast_Hostility_Name,the_procession
The Queen's People,Das Volk der Königin,effect,,localization,resources.assets,2026-09-22,,Effect_AdditionalImpatienceForDeath_Name,the_queens_people
The Queen's Respect,Der Respekt der Königin,effect,,localization,resources.assets,2026-09-22,,Reward_Queen'sRespects_Name,the_queens_respect
The Sacred Grove,Der heilige Hain,effect,,localization,resources.assets,2026-09-22,,ModifierEffect_4Races_Name,the_sacred_grove
The Sparkcaster,Der Funkensprüher,effect,,localization,resources.assets,2026-09-22,,Effect_BlightFighterSpeed_Name,the_sparkcaster
The heavy rain is unbearable.,Der starke Regen ist unerträglich.,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_StormClothes_Name,the_heavy_rain_is_unbearable
Thick Clouds,Dicke Wolken,effect,,localization,resources.assets,2026-09-22,,Reward_SeasonalEffect_ThickClouds_Name,thick_clouds
Thieving Fishmen,Diebische Fischmenschen,effect,,localization,resources.assets,2026-09-22,,Effect_RemoveFoodOverTime_Outpost_Name,thieving_fishmen
Third Party,Drittpartei,effect,,localization,resources.assets,2026-09-22,,Effect_ThirdParty_Name,third_party
Thrill of Exploration,Nervenkitzel der Erkundung,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_ThrillOfExploration_Name,thrill_of_exploration
Thunder,Donner,effect,,localization,resources.assets,2026-09-22,,ConditionalNeedEffect_3BuildingsDestroyed_Name,thunder
Tight Packaging,Dicht gepackt,effect,,localization,resources.assets,2026-09-22,,Reward_PackOfCropsWorthMore_Name,tight_packaging
Tightened Belt,Festgezogener Gürtel,effect,,localization,resources.assets,2026-09-22,,Reward_TradeRoutesBonusFuel_Name,tightened_belt
Time of Reflection,Zeit der Einkehr,effect,,localization,resources.assets,2026-09-22,,Effect_FuneralFeast_WorkingSpeed_Name,time_of_reflection
Tit for Tat,"Wie du mir, so ich dir",effect,,localization,resources.assets,2026-09-22,,Effect_TradersPrices_Name,tit_for_tat
Tool Delivery Line,Werkzeug-Lieferkette,effect,,localization,resources.assets,2026-09-22,,Reward_GoodPerMinute_CopperTools_Name,tool_delivery_line
Toolshed,Geräteschuppen,effect,,localization,resources.assets,2026-09-22,,EffectModel_HumanHousesUniqueBonus_Name,toolshed
Toxic Fumes,Giftige Dämpfe,effect,,localization,resources.assets,2026-09-22,,ResolveEffect_ToxicFumes_Name,toxic_fumes
Toxic Ooze,Giftiger Schlamm,effect,,localization,resources.assets,2026-09-22,,Effect_ToxicLeak_Name,toxic_ooze
Toxicity,Toxizität,effect,,localization,resources.assets,2026-09-22,,Effect_ToxicSlug_RemoveFishWater_Name,toxicity
